chebi_id,name,n_reactions,share_of_reactions,smiles
CHEBI:50027, sabinene,1,0.000054,C=C1CCC2(C(C)C)CC12
CHEBI:50028," (1S,5S)-sabinene",1,0.000054,C=C1CC[C@@]2(C(C)C)C[C@@H]12
CHEBI:50031, alpha-thujene,1,0.000054,CC1=CCC2(C(C)C)CC12
CHEBI:50063," ent-pimara-8(14),15-diene",1,0.000054,C=C[C@]1(C)C=C2CC[C@@H]3C(C)(C)CCC[C@@]3(C)[C@@H]2CC1
CHEBI:50064," ent-pimara-9(11),15-diene",1,0.000054,C=C[C@@]1(C)CC=C2[C@@H](CC[C@@H]3C(C)(C)CCC[C@@]23C)C1
CHEBI:50068, stemod-13(17)-ene,1,0.000054,C=C1CC[C@@]23C[C@@H]1C[C@@H]2CC[C@H]1C(C)(C)CCC[C@@]13C
CHEBI:50069, stemar-13-ene,1,0.000054,CC1=C[C@@H]2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@@]23CC[C@@H]1C3
CHEBI:50071, ascopyrone P,1,0.000054,O=C1C[C@@H](CO)OC=C1O
CHEBI:50106, 5beta-scymnol,1,0.000054,C[C@H](CC[C@@H](O)C(CO)CO)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:50108," 5alpha-cholane-3alpha,7alpha,12alpha,24-tetrol",1,0.000054,C[C@H](CCCO)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:50110, isopiperitenone,1,0.000054,C=C(C)C1CCC(C)=CC1=O
CHEBI:5013, fenuron,1,0.000054,CN(C)C(=O)Nc1ccccc1
CHEBI:50158, chavicol,1,0.000054,C=CCc1ccc(O)cc1
CHEBI:50209, sophoraflavanone G,1,0.000054,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
CHEBI:50211, retinol,1,0.000054,CC1=C(C=CC(C)=CC=CC(C)=CCO)C(C)(C)CCC1
CHEBI:50215, dihydrocarveol,1,0.000054,C=C(C)C1CCC(C)C(O)C1
CHEBI:50232," (1S,2R,4R)-neoisodihydrocarveol",1,0.000054,C=C(C)[C@@H]1CC[C@H](C)[C@H](O)C1
CHEBI:50233," (1S,2S,4R)-isodihydrocarveol",1,0.000054,C=C(C)[C@@H]1CC[C@H](C)[C@@H](O)C1
CHEBI:50235," (1S,2S,4S)-dihydrocarveol",1,0.000054,C=C(C)[C@H]1CC[C@H](C)[C@@H](O)C1
CHEBI:50244," (1R,2R,4S)-limonene-1,2-diol",1,0.000054,C=C(C)[C@H]1CC[C@@](C)(O)[C@H](O)C1
CHEBI:50256, beta-D-allofuranose,1,0.000054,OC[C@@H](O)[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
CHEBI:50283, (R)-lavandulol,1,0.000054,C=C(C)[C@H](CO)CC=C(C)C
CHEBI:50302, terpentetriene,1,0.000054,C=CC(=C)CC[C@]1(C)[C@H](C)CC[C@]2(C)C(C)=CCC[C@@H]12
CHEBI:50348,,1,0.000054,*C(=O)[C@@H](N)CC(N)=O
CHEBI:50387, tuberculosinol,1,0.000054,C/C(=C\CO)CC[C@@]1(C)[C@@H]2CCCC(C)(C)C2=CC[C@@H]1C
CHEBI:50471, an arylamine,1,0.000054,*N
CHEBI:50477, a butanoate ester,1,0.000054,*OC(=O)CCC
CHEBI:50518, (24R)-7alpha-dihydroxycholesterol,1,0.000054,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:50547, urate D-ribonucleoside,1,0.000054,O=c1[nH]c2c(=O)[nH]c(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
CHEBI:50585, 2-methylbutyl acetate,1,0.000054,CCC(C)COC(C)=O
CHEBI:50661, loliose,1,0.000054,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
CHEBI:50667, mercaptopurine,1,0.000054,S=c1[nH]cnc2nc[nH]c12
CHEBI:50670, beta-di-N-acetylchitobiose,1,0.000054,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O
CHEBI:50672, alpha-di-N-acetylchitobiose,1,0.000054,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@@H]1O
CHEBI:50724, butanamide,1,0.000054,CCCC(N)=O
CHEBI:50772," 2-methoxy-5-methyl-6-all-trans-decaprenyl-1,4-benzoquinone",1,0.000054,COC1=CC(=O)C(C)=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C1=O
CHEBI:50871, pentanoate ester,1,0.000054,*OC(=O)CCCC
CHEBI:51022," 1,3-dihydro-2H-imidazol-2-one",1,0.000054,O=c1[nH]cc[nH]1
CHEBI:51277, a thioester,1,0.000054,[1*]C(=O)S[2*]
CHEBI:51354, penicillin G,1,0.000054,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEBI:51356, a penicillin,1,0.000054,*C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
CHEBI:51397," 1,3-dinitrobenzene",1,0.000054,O=[N+]([O-])c1cccc([N+](=O)[O-])c1
CHEBI:51398," 1,4-dinitrobenzene",1,0.000054,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
CHEBI:51457, cyclopropanecarboxamide,1,0.000054,NC(=O)C1CC1
CHEBI:51509, (R)-benzoin,1,0.000054,O=C(c1ccccc1)[C@H](O)c1ccccc1
CHEBI:51510, (S)-benzoin,1,0.000054,O=C(c1ccccc1)[C@@H](O)c1ccccc1
CHEBI:5171, friedelin,1,0.000054,C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C
CHEBI:51759, 2-methylacrylamide,1,0.000054,C=C(C)C(N)=O
CHEBI:51833, beta-D-fructofuranosyl alpha-D-mannopyranoside,1,0.000054,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
CHEBI:51848, an alpha-ketoester,1,0.000054,*OC(=O)C(*)=O
CHEBI:51853, benzoyl cyanide,1,0.000054,N#CC(=O)c1ccccc1
CHEBI:51922," (3E,5E)-7-hydroxy-6-methylhepta-3,5-dienal",1,0.000054,C/C(=C\C=C\CC=O)CO
CHEBI:51937, butanenitrile,1,0.000054,CCCC#N
CHEBI:519567, 2'-O-methylisoliquiritigenin,1,0.000054,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1
CHEBI:51972, a 12'-apo-carotenal,1,0.000054,[1*]/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)C=O
CHEBI:51973, a 9-cis-epoxycarotenoid,1,0.000054,[1*]/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
CHEBI:52020, 6-decylubiquinone,1,0.000054,CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O
CHEBI:52021, 6-decylubiquinol,1,0.000054,CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O
CHEBI:52025, an 8-hydroxyfurocoumarin,1,0.000054,[1*]c1oc2c(O)c3oc(=O)c([5*])c([4*])c3c([3*])c2c1[2*]
CHEBI:52028, an 8-methoxyfurocoumarin,1,0.000054,[1*]c1oc2c(OC)c3oc(=O)c([5*])c([4*])c3c([3*])c2c1[2*]
CHEBI:52052, phenylacetone,1,0.000054,CC(=O)Cc1ccccc1
CHEBI:52058, a 5-hydroxyfurocoumarin,1,0.000054,[1*]c1oc2c([5*])c3oc(=O)c([4*])c([3*])c3c(O)c2c1[2*]
CHEBI:52061, a 5-methoxyfurocoumarin,1,0.000054,*c1oc2c(*)c3oc(=O)c(*)c(*)c3c(OC)c2c1*
CHEBI:52069," biphenyl-3,5-diol",1,0.000054,Oc1cc(O)cc(-c2ccccc2)c1
CHEBI:52070, senecionine N-oxide,1,0.000054,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23
CHEBI:52086, glyceollin III,1,0.000054,C=C(C)[C@@H]1Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31
CHEBI:52127, glyceollin II,1,0.000054,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31
CHEBI:52145, pyrrolidine,1,0.000054,C1CC[NH2+]C1
CHEBI:52221, an isothiocyanate,1,0.000054,*N=C=S
CHEBI:52226, epi-cedrol,1,0.000054,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@]3(C)O
CHEBI:52267, a 7-O-hydroxy-flavonol,1,0.000054,*c1cc(-c2oc3c(*)c(O)c(*)c(*)c3c(=O)c2O)c(*)c(*)c1*
CHEBI:52268, a flavonol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside],1,0.000054,*c1c(*)c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)c(*)c1*
CHEBI:52280," isopimara-7,15-diene",1,0.000054,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1
CHEBI:52317, thalianol,1,0.000054,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
CHEBI:52322, zymosterol ester,1,0.000054,[1*]C(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2C1)[C@@H]1CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC3
CHEBI:52342, ethyl formate,1,0.000054,CCOC=O
CHEBI:52367, 1-naphthaldehyde,1,0.000054,O=Cc1cccc2ccccc12
CHEBI:52393, an episterol ester,1,0.000054,[1*]C(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)[C@@H]([C@H](C)CCC(=C)C(C)C)CC[C@H]4C3=CC[C@H]2C1
CHEBI:52461, elisabethatriene,1,0.000054,C=C1C=C2[C@H](CC1)[C@@H](C)CC[C@@H]2[C@@H](C)CCC=C(C)C
CHEBI:52463," fusicocca-2,10(14)-diene",1,0.000054,CC1=C2C[C@@]3(C)CCC(C(C)C)=C3CC[C@H](C)[C@@H]2CC1
CHEBI:52482, levopimaradienol,1,0.000054,CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1[C@](C)(CO)CCC[C@]21C
CHEBI:52483, levopimaradienal,1,0.000054,CC(C)C1=CC[C@H]2C(=C1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C=O
CHEBI:52484," isopimara-7,15-dienol",1,0.000054,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1
CHEBI:52486, dehydroabietadienol,1,0.000054,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CO)CCC[C@]21C
CHEBI:52570, an isogloboside iGb3Cer (d18:1(4E)),1,0.000054,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
CHEBI:52617, 8-oxoguanine,1,0.000054,Nc1nc2[nH]c(=O)[nH]c2c(=O)[nH]1
CHEBI:52656, an O-acyltropine,1,0.000054,[1*]C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C
CHEBI:52657, an O-acylpseudotropine,1,0.000054,[1*]C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)N2C
CHEBI:52680," (8Z,11Z)-5-(pentadeca-8,11,14-trien-1-yl)resorcinol",1,0.000054,C=CC/C=C\C/C=C\CCCCCCCc1cc(O)cc(O)c1
CHEBI:52681," (8Z,11Z)-5-(pentadeca- 8,11,14-trien-1-yl)resorcinol-3-methyl ether",1,0.000054,C=CC/C=C\C/C=C\CCCCCCCc1cc(O)cc(OC)c1
CHEBI:52970, ubiquinol-6,1,0.000054,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC
CHEBI:52996, alpha-D-glucosyl-(1->3)-D-mannopyranose,1,0.000054,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:53081, prostamide F2alpha,1,0.000054,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)NCCO)[C@@H](O)C[C@H]1O
CHEBI:53082, prostamide H2,1,0.000054,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)NCCO)[C@@H]2C[C@H]1OO2
CHEBI:53108, aflatoxin B1 triol,1,0.000054,COc1cc(O)c(C(CO)C(O)CO)c2oc(=O)c3c(c12)CCC3=O
CHEBI:53176," (2E,4E,6E)-4-methylocta-2,4,6-trienedial",1,0.000054,CC(/C=C/C=O)=C\C=C\C=O
CHEBI:5325, gentisyl alcohol,1,0.000054,OCc1cc(O)ccc1O
CHEBI:5331, (2E)-geranyl acetate,1,0.000054,CC(=O)OC/C=C(\C)CCC=C(C)C
CHEBI:5337," (1E,4E)-germacrene B",1,0.000054,CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1
CHEBI:53406,,1,0.000054,[H]C/C=C(/C)C[H]
CHEBI:53643, phyllocladan-16alpha-ol,1,0.000054,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@]13C[C@H](CC[C@@H]12)[C@](C)(O)C3
CHEBI:53650," 1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol",1,0.000054,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O
CHEBI:53800, 4-hydroxy-2-oxohexanoate,1,0.000054,CCC(O)CC(=O)C(=O)[O-]
CHEBI:5404, glucoerucin,1,0.000054,CSCCCC/C(=N/OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:5411, gluconapin,1,0.000054,C=CCC/C(=N/OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:5415, glucoraphanin,1,0.000054,CS(=O)CCCC/C(=N/OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:55331, 16-feruloyloxyhexadecanoate,1,0.000054,COc1cc(/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)[O-])ccc1O
CHEBI:55332, beta-D-galactosyl-(1->4)-L-rhamnose,1,0.000054,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CHEBI:55377, beta-hematin,1,0.000054,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]356OC(=O)CCc7c(C)c8n9c7=CC7=[N+]%10C(=Cc%11c(C)c(C=C)c%12n%11[Fe-2]9%10(OC(=O)CCC9=C(C)C(=C4)[N+]3=C9C=c3c(CCC(=O)[O-])c(C)c(n35)=CC1=[N+]26)[N+]1=C(C=8)C(C=C)=C(C)C1=C%12)C(C)=C7CCC(=O)[O-]
CHEBI:55458," 1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide",1,0.000054,NC(=O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC1
CHEBI:55467, dalpatein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside,1,0.000054,COc1cc2c(=O)c(-c3cc4c(cc3OC)OCO4)coc2cc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:55469, an N-acetyl-2-arylethylamine,1,0.000054,*CCNC(C)=O
CHEBI:55511," 3-dehydro-alpha,alpha-trehalose",1,0.000054,O=C1[C@@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@H]1O
CHEBI:55529, (R)-3-(indol-3-yl)lactate,1,0.000054,O=C([O-])[C@H](O)Cc1c[nH]c2ccccc12
CHEBI:55550, dalnigrein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside,1,0.000054,COc1cc(OC)c(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@](O)(CO)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3c2=O)cc1OC
CHEBI:566825, propylamine,1,0.000054,CCC[NH3+]
CHEBI:57251, (3S)-3-hydroxy-L-aspartate,1,0.000054,[NH3+][C@H](C(=O)[O-])[C@H](O)C(=O)[O-]
CHEBI:57257," 1D-myo-inositol 1,2,3,4,6-pentakisphosphate",1,0.000054,O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]
CHEBI:57263," 2-(5-oxo-2,5-dihydrofuran-2-ylidene)acetate",1,0.000054,O=C([O-])C=C1C=CC(=O)O1
CHEBI:57264, 4-fluoro-L-threonine,1,0.000054,[NH3+][C@H](C(=O)[O-])[C@H](O)CF
CHEBI:57266, (S)-usnate,1,0.000054,CC(=O)C1=C([O-])C=C2Oc3c(C(C)=O)c(O)c(C)c([O-])c3[C@]2(C)C1=O
CHEBI:57267, beta-D-fructose 2-phosphate,1,0.000054,O=P([O-])([O-])O[C@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:57274," 3,5-dibromo-4-hydroxybenzoate",1,0.000054,O=C([O-])c1cc(Br)c([O-])c(Br)c1
CHEBI:57278, a 3-acylpyruvate,1,0.000054,[1*]C(=O)CC(=O)C(=O)[O-]
CHEBI:57289, blasticidin S,1,0.000054,CN(CC[C@H]([NH3+])CC(=O)N[C@H]1C=C[C@H](n2ccc(N)nc2=O)O[C@@H]1C(=O)[O-])C(N)=[NH2+]
CHEBI:57290, hydroxyacetone phosphate,1,0.000054,CC(=O)COP(=O)([O-])[O-]
CHEBI:57291, 3-oxopristanoyl-CoA,1,0.000054,CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57311, (1-hydroxycyclohexan-1-yl)acetyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1(O)CCCCC1
CHEBI:57313, a (2R)-2-methylacyl-CoA,1,0.000054,[1*][C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57314, a (2S)-2-methylacyl-CoA,1,0.000054,[1*][C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57329," 2,4-dichlorobenzoyl-CoA",1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(Cl)cc1Cl
CHEBI:57340, 3-hydroxy-2-methylpropanoyl-CoA,1,0.000054,CC(CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57347, a 3-oxo-fatty acyl-CoA,1,0.000054,[1*]C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57350, 3-oxo-6-carboxyhexanoyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(=O)[O-]
CHEBI:57351," 4,8,12-trimethyltridecanoyl-CoA",1,0.000054,CC(C)CCCC(C)CCCC(C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57352, 4-aminobutanoyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[NH3+]
CHEBI:57357, 5-hydroxy-pentanoyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCO
CHEBI:57359, 6-carboxyhex-2-enoyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=CCCCC(=O)[O-]
CHEBI:57362, beta-alanyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC[NH3+]
CHEBI:57365, 5-hydroxy-2-furoyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc([O-])o1
CHEBI:57370, biotinyl-CoA,1,0.000054,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
CHEBI:57377, geranoyl-CoA,1,0.000054,CC(C)=CCC/C(C)=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57396, vinylacetyl-CoA,1,0.000054,C=CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57407, 15-dehydro-prostaglandin I2,1,0.000054,CCCCCC(=O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O
CHEBI:57408, 15-oxoprostaglandin D2,1,0.000054,CCCCCC(=O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-]
CHEBI:57413," (1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate",1,0.000054,O=C([O-])[C@H]1CC[C@H](O)[C@H](O)C1
CHEBI:57414," (1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate",1,0.000054,O=C([O-])[C@H]1CC[C@H](O)C(=O)C1
CHEBI:57421, juvenile hormone II carboxylate,1,0.000054,CC[C@]1(C)O[C@@H]1CC/C(C)=C/CC/C(C)=C/C(=O)[O-]
CHEBI:57423, (R)-2-ethylmalate,1,0.000054,CC[C@@](O)(CC(=O)[O-])C(=O)[O-]
CHEBI:57425, 3-ethylmalate,1,0.000054,CCC(C(=O)[O-])C(O)C(=O)[O-]
CHEBI:57426, sinapoyl (S)-malate,1,0.000054,COc1cc(/C=C/C(=O)[O-])cc(OC)c1OC(=O)[C@@H](O)CC(=O)[O-]
CHEBI:57430," (2S,3S)-2-hydroxytridecane-1,2,3-tricarboxylate",1,0.000054,CCCCCCCCCC[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-]
CHEBI:57435," (3S,4S)-3-hydroxytetradecane-1,3,4-tricarboxylate",1,0.000054,CCCCCCCCCC[C@H](C(=O)[O-])[C@@](O)(CCC(=O)[O-])C(=O)[O-]
CHEBI:57437," (2R,3Z)-phycocyanobilin",1,0.000054,C/C=C1C(=C\C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(CC)=C4C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)\NC(=O)[C@@H]\1C
CHEBI:57439, (3Z)-phytochromobilin,1,0.000054,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C\C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O
CHEBI:57440, N-ethylglycine,1,0.000054,CC[NH2+]CC(=O)[O-]
CHEBI:57448," (5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-trihydroxyicosa-5,9,14-trienoate",1,0.000054,CCCCC/C=C\C[C@@H](O)C(O)/C=C/C(O)C/C=C\CCCC(=O)[O-]
