chebi_id,name,n_reactions,share_of_reactions,smiles
CHEBI:57354, 4-chlorobenzoyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(Cl)cc1
CHEBI:57360, 6-carboxyhexanoyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)[O-]
CHEBI:57366, (3S)-3-aminobutanoyl-CoA,3,0.000162,C[C@H]([NH3+])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57374," cyclohexa-1,5-diene-1-carbonyl-CoA",3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCC=C1
CHEBI:57391, phytanoyl-CoA,3,0.000162,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57401, 15-oxoprostaglandin E1,3,0.000162,CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]
CHEBI:57403, prostaglandin I2,3,0.000162,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O
CHEBI:57417," 2,3-dihydroxybenzoyl-5'-AMP",3,0.000162,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)c2cccc(O)c2O)[C@@H](O)[C@H]1O
CHEBI:57434," (3S)-3,6-diaminohexanoate",3,0.000162,[NH3+]CCC[C@H]([NH3+])CC(=O)[O-]
CHEBI:57445, thromboxane A2,3,0.000162,CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)[O-]
CHEBI:57447," (8R)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate",3,0.000162,CCCCC/C=C\C/C=C\C=C\[C@@H](C/C=C\CCCC(=O)[O-])OO
CHEBI:57452, 10-formyldihydrofolate,3,0.000162,Nc1nc2c(c(=O)[nH]1)N=C(CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
CHEBI:57456, 5-formimidoyltetrahydrofolate,3,0.000162,N=CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
CHEBI:57460, 20-hydroxy-leukotriene B4,3,0.000162,O=C([O-])CCC[C@H](O)/C=C\C=C\C=C\[C@H](O)C/C=C\CCCCCO
CHEBI:57467," (11S)-hydroperoxy-(9Z,12Z)-octadecadienoate",3,0.000162,CCCCC/C=C\[C@@H](/C=C\CCCCCCCC(=O)[O-])OO
CHEBI:57477, dTDP-alpha-D-glucose,3,0.000162,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
CHEBI:57478, alpha-maltose 6'-phosphate,3,0.000162,O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:57496," 3-carboxy-cis,cis-muconate",3,0.000162,O=C([O-])/C=C\C(=C/C(=O)[O-])C(=O)[O-]
CHEBI:57511, cephalosporin C,3,0.000162,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CCC[C@@H]([NH3+])C(=O)[O-])[C@H]2SC1
CHEBI:57522," 5a,11a-dehydrotetracycline",3,0.000162,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(C[C@@H]12)[C@](C)(O)c1cccc(O)c1C3=O
CHEBI:57528, 3-hydroxy-2-methylpyridine-5-carboxylate,3,0.000162,Cc1ncc(C(=O)[O-])cc1O
CHEBI:57539," 1D-myo-inositol 3,4,5,6-tetrakisphosphate",3,0.000162,O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57552, 2-oxopropyl-coenzyme M,3,0.000162,CC(=O)CSCCS(=O)(=O)[O-]
CHEBI:57553," P(1),P(4)-bis(5'-guanosyl) tetraphosphate",3,0.000162,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CHEBI:57555, L-2-amino-4-chloropent-4-enoate,3,0.000162,C=C(Cl)C[C@H]([NH3+])C(=O)[O-]
CHEBI:57557, (R)-5-diphosphomevalonate,3,0.000162,C[C@@](O)(CCOP(=O)([O-])OP(=O)([O-])[O-])CC(=O)[O-]
CHEBI:57661, O-succinyl-L-homoserine,3,0.000162,[NH3+][C@@H](CCOC(=O)CCC(=O)[O-])C(=O)[O-]
CHEBI:57666, an N-acyl-D-mannosamine 6-phosphate,3,0.000162,*C(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CHEBI:57677, sn-3-O-(geranylgeranyl)glycerol 1-phosphate,3,0.000162,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@H](O)COP(=O)([O-])[O-]
CHEBI:5768, alpha-humulene,3,0.000162,C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1
CHEBI:57688, S-formylglutathione,3,0.000162,[NH3+][C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])C(=O)[O-]
CHEBI:57690, cis-4-hydroxy-D-proline,3,0.000162,O=C([O-])[C@H]1C[C@@H](O)C[NH2+]1
CHEBI:57698, 2-(acetamidomethylene)succinate,3,0.000162,CC(=O)N/C=C(/CC(=O)[O-])C(=O)[O-]
CHEBI:57699, L-histidinol,3,0.000162,[NH3+][C@H](CO)Cc1c[nH]cn1
CHEBI:57702, N-acetyl-L-phenylalanine,3,0.000162,CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-]
CHEBI:57727, N-formylmethanofuran,3,0.000162,O=CNCc1cc(COc2ccc(CCNC(=O)CC[C@H](NC(=O)CC[C@H](NC(=O)CC[C@H](C(=O)[O-])[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc2)co1
CHEBI:57728, morphinone,3,0.000162,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@H]3[C@H]1C5
CHEBI:57781, N-methylethanolamine phosphate,3,0.000162,C[NH2+]CCOP(=O)([O-])[O-]
CHEBI:57823, 4-CDP-2-C-methyl-D-erythritol,3,0.000162,C[C@](O)(CO)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
CHEBI:57826, 6-aminohexanoate,3,0.000162,[NH3+]CCCCCC(=O)[O-]
CHEBI:57829, L-xylulose 5-phosphate,3,0.000162,O=C(CO)[C@H](O)[C@@H](O)COP(=O)([O-])[O-]
CHEBI:57835, glutathionylspermidine,3,0.000162,[NH3+]CCCC[NH2+]CCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C(=O)[O-]
CHEBI:57836," a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)",3,0.000162,*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O
CHEBI:57843, L-selenocysteine,3,0.000162,[NH3+][C@@H](C[SeH])C(=O)[O-]
CHEBI:57851, tropinone,3,0.000162,C[NH+]1[C@@H]2CC[C@H]1CC(=O)C2
CHEBI:57854, 4-guanidinobutanal,3,0.000162,NC(=[NH2+])NCCCC=O
CHEBI:57867, a nucleoside 5'-phosphate,3,0.000162,[1*][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1[2*]
CHEBI:57897, 1-phospho-alpha-D-glucuronate,3,0.000162,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:57918, alpha-ribazole 5'-phosphate,3,0.000162,Cc1cc2ncn([C@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2cc1C
CHEBI:57923," a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)",3,0.000162,*C(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O
CHEBI:57924, L-dopaquinone,3,0.000162,[NH3+][C@@H](CC1=CC(=O)C(=O)C=C1)C(=O)[O-]
CHEBI:57928," 3',4',5,7-tetrahydroxy-3-methoxyflavone",3,0.000162,COc1c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c2c1=O
CHEBI:57934, beta-D-galactosyl-(1<->1)-sphing-4-enine,3,0.000162,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CHEBI:57938, trans-3-hydroxy-L-proline,3,0.000162,O=C([O-])[C@H]1[NH2+]CC[C@@H]1O
CHEBI:57958, 3-dehydro-D-erythronate,3,0.000162,O=C([O-])[C@H](O)C(=O)CO
CHEBI:57962, 5-hydroxymethyl-dCMP,3,0.000162,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)cc1CO
CHEBI:57969, imidazole-4-acetate,3,0.000162,O=C([O-])Cc1c[nH]cn1
CHEBI:57989, 2-dehydro-3-deoxy-D-galactonate,3,0.000162,O=C([O-])C(=O)C[C@@H](O)[C@H](O)CO
CHEBI:57993, (S)-N-methylcoclaurine,3,0.000162,COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)[NH+](C)CC2
CHEBI:57994," 2,3,5,6-tetrachlorohydroquinone",3,0.000162,[O-]c1c(Cl)c(Cl)c([O-])c(Cl)c1Cl
CHEBI:58064, taurocyamine,3,0.000162,NC(=[NH2+])NCCS(=O)(=O)[O-]
CHEBI:58097, morphine,3,0.000162,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
CHEBI:58116," 5-methyl-5,6,7,8-tetrahydromethanopterin",3,0.000162,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N(C)[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1
CHEBI:58122, N(6)-acetyl-N(6)-hydroxy-L-lysine,3,0.000162,CC(=O)N(O)CCCC[C@H]([NH3+])C(=O)[O-]
CHEBI:58149, 3-hydroxyphenylacetate,3,0.000162,O=C([O-])Cc1cccc(O)c1
CHEBI:58151, methanofuran,3,0.000162,[NH3+]Cc1cc(COc2ccc(CCNC(=O)CC[C@H](NC(=O)CC[C@H](NC(=O)CC[C@H](C(=O)[O-])[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc2)co1
CHEBI:58175, N-methyl-L-alanine,3,0.000162,C[NH2+][C@@H](C)C(=O)[O-]
CHEBI:58182, (S)-6-hydroxynicotine,3,0.000162,C[NH+]1CCC[C@H]1c1ccc(O)nc1
CHEBI:58192, quercitrin,3,0.000162,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O
CHEBI:58252, S-methyl-L-methionine,3,0.000162,C[S+](C)CC[C@H]([NH3+])C(=O)[O-]
CHEBI:58254, quercetin 3-sulfate,3,0.000162,O=c1c(OS(=O)(=O)[O-])c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12
CHEBI:58260, N(6)-acetyl-L-lysine,3,0.000162,CC(=O)NCCCC[C@H]([NH3+])C(=O)[O-]
CHEBI:58269, 2-amino-2-deoxy-D-gluconate,3,0.000162,[NH3+][C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)CO
CHEBI:58270, N-acetyl-L-leucine,3,0.000162,CC(=O)N[C@@H](CC(C)C)C(=O)[O-]
CHEBI:58278, D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate,3,0.000162,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]cn1
CHEBI:58284," 2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",3,0.000162,O=C([O-])C(O)=CC=CC(=O)c1ccccc1
CHEBI:58293, a 1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine,3,0.000162,*C(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:58301, taurolithocholate 3-sulfate,3,0.000162,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:58304," 2-oxo-2H-pyran-4,6-dicarboxylate",3,0.000162,O=C([O-])c1cc(C(=O)[O-])oc(=O)c1
CHEBI:58312, 6-phospho-beta-D-glucosyl-(1->4)-D-glucose,3,0.000162,O=P([O-])([O-])OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:58318, N-carbamoylputrescine,3,0.000162,NC(=O)NCCCC[NH3+]
CHEBI:58333, isoorientin,3,0.000162,O=c1cc(-c2ccc(O)c(O)c2)oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12
CHEBI:58335," D-sedoheptulose 1,7-bisphosphate",3,0.000162,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CHEBI:58366, deacetylcephalosporin C,3,0.000162,[NH3+][C@H](CCCC(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CO)CS[C@H]12)C(=O)[O-]
CHEBI:58371, 2-dehydro-3-deoxy-L-rhamnonate,3,0.000162,C[C@H](O)[C@H](O)CC(=O)C(=O)[O-]
CHEBI:58373," 3,4-dihydroxy-5-(all-trans-hexaprenyl)benzoate",3,0.000162,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)[O-])cc(O)c1O
CHEBI:58399, isopenicillin N,3,0.000162,CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@H]([NH3+])C(=O)[O-])C(=O)N2[C@H]1C(=O)[O-]
CHEBI:58412, syringetin,3,0.000162,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2[O-])cc(OC)c1O
CHEBI:58413, (R)-6-hydroxynicotine,3,0.000162,C[NH+]1CCC[C@@H]1c1ccc(O)nc1
CHEBI:58419, 4-hydroxy-L-proline,3,0.000162,O=C([O-])[C@@H]1CC(O)C[NH2+]1
CHEBI:58421, 5-amino-6-(5-phospho-D-ribitylamino)uracil,3,0.000162,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])[nH]c(=O)[nH]c1=O
CHEBI:58422,,3,0.000162,[H]O[C@@H]1O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O
CHEBI:58425," (4,5-dihydro-5-oxofuran-2-yl)-acetate",3,0.000162,O=C([O-])CC1=CCC(=O)O1
CHEBI:58447, isovitexin,3,0.000162,O=c1cc(-c2ccc(O)cc2)oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12
CHEBI:58453, 5-amino-6-(5-phospho-D-ribosylamino)uracil,3,0.000162,Nc1c(N[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[nH]c(=O)[nH]c1=O
CHEBI:58465,,3,0.000162,[H]O[C@@H]1O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O
CHEBI:58472,,3,0.000162,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O
CHEBI:58474," 2-hydroxy-1,4-benzoquinone",3,0.000162,O=C1C=CC(=O)C([O-])=C1
CHEBI:58479, N-formimidoylglycine,3,0.000162,[NH2+]=CNCC(=O)[O-]
CHEBI:58483," 2-C-methyl-D-erythritol 2,4-cyclic diphosphate",3,0.000162,C[C@@]1(CO)OP(=O)([O-])OP(=O)([O-])OC[C@H]1O
CHEBI:58485," (3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine",3,0.000162,CC[C@]12C=CC[NH+]3CC[C@@]4(c5ccc(OC)cc5N[C@H]4[C@@](O)(C(=O)OC)C1)[C@@H]32
CHEBI:58503," adenosylcob(III)yrinate a,c-diamide",3,0.000162,C/C1=C2/N([Co+]C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H]([C@H](CC(=O)[O-])[C@@]2(C)CCC(=O)[O-])[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(=O)[O-])C4(C)C)[C@@H](CCC(=O)[O-])[C@]3(C)CC(N)=O)[C@@H](CCC(=O)[O-])[C@]2(C)CC(N)=O
CHEBI:58511," (2R,3S)-3-methylmalate",3,0.000162,C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]
CHEBI:58524, gibberellin A1,3,0.000162,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-]
CHEBI:58525, 5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide,3,0.000162,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CHEBI:58528, 3-hydroxypropanoyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO
CHEBI:58532, precorrin-6B,3,0.000162,C[C@@]1(CC(=O)[O-])C2=NC(=C1CCC(=O)[O-])C[C@]1(C)[NH2+]/C(=C\C3=N[C@H]([C@H](CC(=O)[O-])[C@@]3(C)CCC(=O)[O-])[C@]3(C)[NH2+]/C(=C\2)[C@@H](CCC(=O)[O-])[C@]3(C)CC(=O)[O-])C(CCC(=O)[O-])=C1CC(=O)[O-]
CHEBI:58535, N(8)-acetylspermidine,3,0.000162,CC(=O)NCCCC[NH2+]CCC[NH3+]
CHEBI:58549, kanamycin B,3,0.000162,[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H]([NH3+])[C@@H](O)[C@@H]1O
CHEBI:58557, aldehydo-N-acetyl-D-mannosamine 6-phosphate,3,0.000162,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CHEBI:58567, ajmaline,3,0.000162,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)[NH+]3[C@@H]1O
CHEBI:58574, 4-hydroxybutanoyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCO
CHEBI:58575," cob(I)yrinate a,c diamide",3,0.000162,CC1=C2N3[C@H]([C@H](CC(=O)[O-])[C@@]2(C)CCC(=O)[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(=O)[O-])C7(C)C)[Co-3]364)[C@@H](CCC(=O)[O-])[C@]5(C)CC(N)=O)[C@@H](CCC(=O)[O-])[C@]2(C)CC(N)=O
CHEBI:58579," beta-D-fructose 2,6-bisphosphate",3,0.000162,O=P([O-])([O-])OC[C@H]1O[C@@](CO)(OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
CHEBI:58581, precorrin-8X,3,0.000162,CC1=C(CCC(=O)[O-])C2=N[C@@]1(C)CC1=N/C(=C(/C)C3=N[C@@](C)([C@@H]4N=C(C2C)[C@](C)(CCC(=O)[O-])[C@H]4CC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]3CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]1CCC(=O)[O-]
CHEBI:58585, L-allo-threonine,3,0.000162,C[C@H](O)[C@H]([NH3+])C(=O)[O-]
CHEBI:58587, gibberellin A19,3,0.000162,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(C=O)CCC[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-]
CHEBI:58603, lipid IVA (E. coli),3,0.000162,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
CHEBI:58614," 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine",3,0.000162,Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)n1
CHEBI:58642," (2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate",3,0.000162,O=C([O-])/C=C/c1cccc(O)c1O
CHEBI:58645, D-allo-threonine,3,0.000162,C[C@@H](O)[C@@H]([NH3+])C(=O)[O-]
CHEBI:58659," (8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate",3,0.000162,CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)[O-])OO
CHEBI:58665, a neolactoside IV(3)-alpha-NeuAc-nLc4Cer(d18:1(4E)),3,0.000162,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
CHEBI:58677," (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA",3,0.000162,C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:58681, 5-phospho-beta-D-ribosylamine,3,0.000162,[NH3+][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEBI:58685, 3''-deamino-3''-oxonicotianamine,3,0.000162,O=C([O-])C(=O)CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-]
CHEBI:58694," D-tagatofuranose 1,6-bisphosphate",3,0.000162,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEBI:58696, flaviolin,3,0.000162,O=C1C([O-])=CC(=O)c2c(O)cc(O)cc21
CHEBI:58697," (2R,4S)-2,4-diaminopentanoate",3,0.000162,C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-]
CHEBI:58704, norspermine,3,0.000162,[NH3+]CCC[NH2+]CCC[NH2+]CCC[NH3+]
CHEBI:58708, UDP-4-amino-4-deoxy-beta-L-arabinose,3,0.000162,[NH3+][C@H]1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:58710, UDP-beta-L-threo-pentopyranos-4-ulose,3,0.000162,O=C1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:58712, lipid A,3,0.000162,*N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](N*)[C@@H](O*)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@@H]1O*
CHEBI:58716, red chlorophyll catabolite,3,0.000162,C=CC1=C(C)/C(=C/C2=N/C(=C3\c4[nH]c(Cc5[nH]c(C=O)c(C)c5CC)c(C)c4C(=O)[C-]3C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]2C)NC1=O
CHEBI:58718, an N-acetyl-L-cysteine-S-conjugate,3,0.000162,[1*]SC[C@H](NC(C)=O)C(=O)[O-]
CHEBI:58744," 3-(3,4-dihydroxyphenyl)propanoate",3,0.000162,O=C([O-])CCc1ccc(O)c(O)c1
